id,no,state,name,address,description,website,email,tel,fax,image,latitude,longitude,likes,status
325,9,TERENGGANU,Air Terjun Chemerong,Dungun,"?Kawasan Hutan Lipur ini mula dimajukan pada tahun 1993. Hutan Lipur ini mampu menarik para pengunjung dari dalam dan luar negeri kerana terdapat beberapa keistimewaan yang terdapat di sini seperti kawasan hutan yang masih dara dengan tumbuh-tumbuhan semulajadi. Sungai yang bersih dengan jeram dan air terjun yang cantik dan kolam-kolam semulajadi yang sangat sesuai untuk bermandi-manda serta berenang samada secara bersendirian, berkeluarga ataupun berkumpulan.",,http://www.ketengah.gov.my,Tel : 09-8231000,Faks : 09-8223104 / ,destination_terengganu_09.png,4.65,103.03333,0,NEW
326,10,TERENGGANU,Muzium Negeri ,Bukit Losong 20566 kuala terengganu,"Ini adalah kompleks muzium terbesar di Asia Tenggara, dengan menempatkan empat blok utama selain mempunyai muzium maritim dan lima rumah tradisional.Ia dibina dengan landskap taman yang indah, dan mengembalikan kegemilangan Terengganu yang kaya dengan sejarah budaya yang kekal sehingga ke hari ini.Terletak di atas 27 hektar tanah di Bukit Losong, Kuala Terengganu, kompleks ini menyerlahkan senibina yang menarik mendapat inspirasi dari istana lama di Terengganu.",,pengarah@muzium.terengganu.gov.my,09-6221444,09-6231209 / 09-6266,destination_terengganu_10.png,2.55,103.767,0,NEW
429,44,SELANGOR,Sungai Gabai Waterfall,,Consisting of several falls cascading from an impressive height off 100 metres,,hlangat@selangor.gov.my,03-89251992,03-89252137,,0,0,0,NEW
430,45,SELANGOR,Sungai Tekala Recreation Park ,,Enhanting tourist destination lies rooted in unspoiled beauty radiating an awe inspiring aura of peace,,hlangat@selangor.gov.my,03-89251992,03-89252137,,0,0,0,NEW
428,43,SELANGOR,Sungai Batangsi Waterfall,,Walk along the paths uphill which takes approximately 40 minutes,,hlangat@selangor.gov.my,03-89251992,03-89252137,,0,0,0,NEW
426,41,SELANGOR,Sungai Congkak,,Offers colourful profusion of rich tropical forest,,,03-90752885,03-90756022,,3.2,101.833333,0,NEW
427,42,SELANGOR,Gunung Nuang,,Opportunities to observe exotic and rate tropical flora and fauna,,hlangat@selangor.gov.my,03-89251992,03-89252137,,3.26666,101.883333,0,NEW
424,39,SELANGOR,Rumah Api Bukit Jugra,,Overlooking Sungai Langat and sits a top Bukit Jugra which provides visitors with panoramic,,mdkl@tm.net.my,03-31872825,03-31879304,,2.81666,101.41666,0,NEW
425,40,SELANGOR,Ampang Forest Park,,13.5 km east of central KL and have several tracks for adventures outing,,hadi@mpaj.gov.my,03-42968000,03-42968060,,3.16666,101.7666,0,NEW
423,38,SELANGOR,Sultan Abdul Samad Royal Mousoleum,,Sultan Abdul Samad and other members of past royal family were laid to rest,,mdkl@tm.net.my,03-31872825,03-31879304,,2.81666,101.41666,0,NEW
422,37,SELANGOR,Morib Beach,,Known as a weekend seaside retreat in search of peace an tranquility,,mdkl@tm.net.my,03-31872825,03-31879304,,2.75,101.43333,0,NEW
420,35,SELANGOR,Cyberjaya,,,,,03-76256213,03-76256211,,2.91666,101.65,0,NEW
421,36,SELANGOR,Istana Bandar,,Buil in 1905 during reign od Sultan Allauddin Shah and has 15 rooms made from wood and marble,,mdkl@tm.net.my,03-31872825,03-31879304,,2.85,101.43333,0,NEW
419,34,SELANGOR,Kuala Lumpur International Airport (KLIA),,"Boast of the tallest air traffic control in the world, measuring 130 meters high beside housing the biggest columnless hangar and longest baggage conveyor belt system",,airport@po.jaring.my,03-78467777,03-78466536,,2.75,101.7,0,NEW
418,33,SELANGOR,Paya Indah Wetlands,,Showcase of integrated convesation and development project,www.payaindah.org.my,mwf@mwf.nasionet.net,03-87687699,03-87687703,,2.85,101.61666,0,NEW
417,32,SELANGOR,Sepang International Circuit Formula 1 (F1),,One of the best and largest facilities of motorsport in the world.  Track length 5.542km,,sic@malaysiagp.com.my,03-85262000,03-85261020,,2.75,101.71666,0,NEW
416,31,SELANGOR,Bagan Lalang Beach,,Well-known with ikan bakar or barbecued fish,,Sepang@selangor.gov.my,03-87061212,03-87061731,,2.6,101.68333,1,NEW
414,29,SELANGOR,Istana Alam Shah,,,,enquiries@tourism.gov.my,03-33713525,03-33716969,,3.03333,101.43333,0,NEW
415,30,SELANGOR,Sultan Abdul Aziz Royal Gallery,,"The Gallery was first commissioned in 2002 and was launched on 19th Oktober 2007 by. H.R.H. Sultan Sharafuddin Idris Shah, the ninth Sultan of Selangor",,,03-33711944,03-33727767,,3.03333,101.43333,0,NEW
411,26,SELANGOR,Gedung Raja Abdullah,,"Built in 18857, used to store weapons, tin and food supply.",www.selangor.gov.my/muzium,muzium@tm.net.my,03-55197604,03-55190799,,3.03333,101.43333,0,NEW
412,27,SELANGOR,Pulau Ketam,,"Lifestyle of fisherman and providing fresh crabs, prawns and fish.",,,03-33716044,03-33720344,,3.03333,101.2333,0,NEW
413,28,SELANGOR,Keris Monument ,,"Symbolises power, strength and unity. Was erected to commerate the silver jubilee of the Sultan of Selangor's installation in 1985",,,03-33716044,03-33720344,,3.05,101.48333,0,NEW
409,24,SELANGOR,Sheeptrade Enterprise,,,,stsu@po.jaring.my,03-60352808,03-60353305,,0,0,0,NEW
410,25,SELANGOR,Kota Raja Mahadi,,Built in 1866 by Raja Mahadi Ibni Almarhum Raja Sulaiman,www.selangor.gov.my/muzium,muzium@tm.net.my,03-55197604,03-55190799,destination_selangor_25.png,3.03333,101.43333,0,NEW
408,23,SELANGOR,Empangan Batu,,,,,03-61204903/4/5/6,03-61388933,destination_selangor_23.png,0,0,0,NEW
407,22,SELANGOR,Tasik Biru Kundang,,"Tasik ini merupakan kawasan bekas lombong yang agak popular di kalangan penduduk setempat terutama pada hujung minggu.Pada masa ini, kemudahan yang disediakan untuk para pelawat ialah gerai penjaja. Antara aktiviti yang dilakukan di tasik ini termasuklah berenang dan juga permainan jet ski yang semakin popular pada masa kini",,,03-61204903/4/5/6,03-61388933,,3.25,101.51666,0,NEW
405,20,SELANGOR,Air Terjun Sungai Gerung,,,,,03-61204903/4/5/6,03-61388933,,0,0,0,NEW
406,21,SELANGOR,Air Terjun Sungai Pisang,,,,,03-61204903/4/5/6,03-61388933,,0,0,0,NEW
403,18,SELANGOR,Sungai Tua Recreational Forest,,Beautiful recreational forest and ideal for family,,,03-90752885/61852884,,,3.3,101.68333,0,NEW
404,19,SELANGOR,The Commonwealth Forest Park,,"Combines dense jungle with landscape garden, formal arrangement, camping grounds, chalets, fountains, jogging tracks, hiking trails and other amenities",,,03-60916131,03-60917533,destination_selangor_19.png,3.3333,101.5666,0,NEW
402,17,SELANGOR,National Zoo,,"Approximately 40 species of Malaysia exotic mammals, birds and reptiles.",,,03-41083422,03-41075375,,3.2,101.75,0,NEW
401,16,SELANGOR,Royal Selangor Pewter,,World leader in manufacturing and exporting that crafed in different and attractive,,,03-41456000,03-40223000,,3.183333,101.71666,0,NEW
400,15,SELANGOR,Orang Asli Museum,,Provides the cultures of orang asli ini Peninsular Malaysia,,,03-61892122,03-61890695,,3.21666,101.7,0,NEW
399,14,SELANGOR,Templer's Park and Waterfall,,Major ecotourisem desination in Selangor and more adventures with jungle tracks surrounded by thick foliage,,,03-61204903/4/5/6,03-61388933,,3.283333,101.61666,0,NEW
398,13,SELANGOR,Kanching Recreational Forest,,478 hectares of Kanching forest Reserve and excellent place for picnicking and camping,,,03-61204903/4/5/6,03-61388933,destination_selangor_13.png,3.283333,101.6,0,NEW
397,12,SELANGOR,Forest Research Institute of Malaysia (FRIM),,It's contain both regenerated and secondary forest which together hold hundreds of plants life species,,,03-62797000,03-62759578,destination_selangor_12.png,3.233333,101.6333,0,NEW
396,11,SELANGOR,High 5 Bread Town Museum,,High 5 Bread Town was certified in the Malaysia Book of Records as the ?First Bread Museum? in Malaysia.,,,,,,3.05,101.55,0,NEW
395,10,SELANGOR,Carey Island,,A charming little island with exotic cultures and heavenly food.,,,,,,2.85,101.35,0,NEW
394,9,SELANGOR,The Mines Wonderland,,"The Mines Wonderland is a theme park that provides snow house, aqua laser show and other",,enquiries@tourism.gov.my,03-89425010/2163/894,03-89425153,,3.01666,101.7,0,NEW
392,7,SELANGOR,Shah Alam Lake Garden,,A great recreation area to rest and relax. ,www.jaring.my/mpsa,mpsa@mpsa.po.my,03-55115133,03-55108010,,3.06666,101.5,0,NEW
393,8,SELANGOR,Sunway Lagoon,,"Malaysia's premier theme park that provides thrilling water slides, airborne and other",www.sunway.com.my,ask_lagoon@sunway.com.my or chewkc@sunway.com.my,03-56356000/8000/018,03-56355050/56370050,,3.06666,101.6,0,NEW
391,6,SELANGOR,Wet World Water Park,,variety of exhilarating water games,www.owg.com.my/wetworld.html,enquiries@tourism.gov.my,03-55102588/7695/551,03-55107619,,3.06666,101.5,0,NEW
390,5,SELANGOR,Shah Alam Gallery,,It has a wide collection o facinating artwork by various local artists,facebook: galerishahalam,galerishahalam@gmail.com,03-5515344,03-55102081,NULL,3.06666,101.5,0,NEW
389,4,SELANGOR,Batu Caves,,Batu Caves is a an iconic and popular tourist attraction in Selangor.,,enquiries@tourism.gov.my,03-20785323/61896284,03-20310272/22878773,NULL,3.25,101.6666,1,NEW
388,3,SELANGOR,Sultan Alam Shah Museum,,"Artifacts pertaining to the state of Selangor, history, culture dan heritage of Selangor",www.selangor.gov.my/muzium,muzium@tm.net.my,03-55197604/55190050,03-55101799,,3.06666,101.51666,0,NEW
387,2,SELANGOR,Taman Pertanian Malaysia/Bukit Cahaya Seri Alam/Bukit Cerakah,,Taman Pertanian is the world's first agro forestry. ,www.tbnsa.gov.my,tbnsa@moa.gov.my,03-55106922/6923,03-55100922,,3.1,101.5,0,NEW
431,46,SELANGOR,Hulu Tamu Hot Springs,,Hot water from underground springs and believed to have medical value,,bzr2001@hotmail.com,03-60641331,03-60643991,,3.55,101.65,0,NEW
432,47,SELANGOR,Hulu Tamu Orchard,,Hundreds of tropical fruit trees are grown and the best time to visit during fruits season,,bzr2001@hotmail.com,03-60641331,03-60643991,,0,0,0,NEW
433,48,SELANGOR,Sungai sendat Waterfall,,"Great for picnicking, paddinng and swimming",,hsel@selangor.gov.my,03-60641026,03-60642909,,3.4,101.68333,0,NEW
434,49,SELANGOR,White Water Rafting,,"Two types of water transportation, one provided canoe and inflatable dighy",b.hypermart.net,,03-79849040,03-60644641,,0,0,0,NEW
435,50,SELANGOR,"Sungai Dusun Rhino Conserveation Centre, Sungai Dusun",,Ther are several programme to breed the Sumantran fhini ini a natural habitat,,,03-90752872/60462500,,,3.6666,101.38333,0,NEW
436,51,SELANGOR,Bukit Melawati ,,as a battlefield in the previous wars,,mdksgr@po.jaring.my,03-32891439,03-32891101,,3.3333,101.2333,0,NEW
437,52,SELANGOR,Kampung Kuantan Firefly,,The largest firefly colonies in the world,,mdksgr@po.jaring.my,03-32891439,03-32891101,,3.35,101.3,0,NEW
438,53,SELANGOR,Bukit Belimbing Firefly,,Magical display of lights referred to as the 'Natural Wonder of the World',,,03-32891208/58806795,03-32891234,,3.35,101.43333,0,NEW
439,54,SELANGOR,Kuala Selangor Nature Park,,More than 150 species of birds,,,03-32892294,03-32894311,,3.25,101.43333,0,NEW
440,55,SELANGOR,Rumah Api Aitingsburg (on top of Bukit Melawati),,,,mdksgr@po.jaring.my,03-32891439,03-32891101,,3.26666,101.883333,0,NEW
441,56,SELANGOR,Dataran Tonggak 10,,,,mdksgr@po.jaring.my,03-32891439,03-32891101,,3.33333,101.2333,0,NEW
